motif_id	subtype	correlation	pvalue
CTCF_M07880_2.00	98JKPD8_lumA	-0.14488617032209852	0.08207925864463499
CTCF_M07884_2.00	S6R691V_her2	-0.13332562148004973	0.08213316886732347
ZNF562_M07629_2.00	98JKPD8_lumA	-0.21875904627751228	0.08244318007972605
ZNF823_M07733_2.00	ANAB5F7_basal	-0.0893397961974177	0.08279719677111161
GLI3_GLI3_HUMAN.H11MO.0.B	98JKPD8_lumA	-0.17783830404733456	0.08301150964866287
ZNF783_M07757_2.00	98JKPD8_lumA	0.34633654337214853	0.08305507688289192
ZNF891_M07762_2.00	98JKPD8_lumA	-0.10700251080672371	0.08327368042984935
FOXO1_FOXO1_HUMAN.H11MO.0.A	2GAMBDQ_norm	-0.16511981187570735	0.08329829058913672
HEN1_HEN1_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.11201660511077426	0.08331843389571392
ZNF184_M08285_2.00	2GAMBDQ_norm	-0.20546836977675523	0.08336793346910815
ZNF224_M07778_2.00	ANAB5F7_basal	-0.10147338695182817	0.08344976525513459
YY2_MA0748.2	98JKPD8_lumA	-0.2635925721834432	0.08383371813844087
FOXC1_FOXC1_HUMAN.H11MO.0.C	S6R691V_her2	-0.15460045028598407	0.08389885452964986
PRDM1_MA0508.3	PU24GB8_lumB	-0.17539510068619268	0.08408451232622684
CTCF_M07869_2.00	S6R691V_her2	-0.13020009154921522	0.0841161613761305
ZNF891_M07762_2.00	S6R691V_her2	-0.10670558659595342	0.08413794618433038
ZNF35_M08250_2.00	PU24GB8_lumB	-0.13323687550062158	0.08417981227706416
ZNF552_M07655_2.00	98JKPD8_lumA	-0.2630423787688564	0.08450569313425481
ZNF417_M07639_2.00	2GAMBDQ_norm	0.15239978880433222	0.0846776113951569
ZNF322_M08259_2.00	ANAB5F7_basal	-0.13300958970407112	0.08471507581894538
PRDM1_M07845_2.00	98JKPD8_lumA	-0.14728429464860765	0.08473035503738707
PTF1A_PTF1A_HUMAN.H11MO.0.B	98JKPD8_lumA	-0.09824164538484403	0.08519828829736503
NEUROG2_MA1642.1	ANAB5F7_basal	-0.18243370527546485	0.08525084646391151
TBP_M08231_2.00	ANAB5F7_basal	-0.24582266084467538	0.08529097761721018
ZNF384_M08306_2.00	2GAMBDQ_norm	-0.13328646848163997	0.0859474062997638
ZNF534_M07751_2.00	2GAMBDQ_norm	-0.11447886258741302	0.08596069123549467
MYF6_MYF6_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.2649114642776321	0.08602041438632993
STAT1STAT2_MA0517.1	S6R691V_her2	-0.11817614107856551	0.08606736617592711
ZNF785_M07720_2.00	2GAMBDQ_norm	-0.0823950768840767	0.0860778006421911
NR1D1_NR1D1_HUMAN.H11MO.0.B	PU24GB8_lumB	-0.10062041964189491	0.08609141541674784
CTCF_M07922_2.00	ANAB5F7_basal	-0.15413692525907588	0.08611399029772132
KLF12_MA0742.2	PU24GB8_lumB	-0.1471768653844872	0.08611887135969237
ZNF274_M07935_2.00	S6R691V_her2	-0.21114100348424855	0.08632068955028188
ZNF257_M08379_2.00	ANAB5F7_basal	0.19176144451417337	0.08634827157370856
ZNF134_M08392_2.00	S6R691V_her2	-0.1741218901326622	0.08639521576403433
ZFP28_ZFP28_HUMAN.H11MO.0.C	98JKPD8_lumA	-0.07210314235530671	0.08656048347593184
ZN143_ZN143_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.10992651199182099	0.08662315517710266
ZNF263_M07844_2.00	PU24GB8_lumB	0.09388325944964648	0.08668818925027078
STA5B_STA5B_HUMAN.H11MO.0.A	2GAMBDQ_norm	-0.19916355981922365	0.08670430355842222
BATF3_BATF3_HUMAN.H11MO.0.B	2GAMBDQ_norm	-0.15254003540926503	0.0868825739695506
ATF6A_ATF6A_HUMAN.H11MO.0.B	S6R691V_her2	0.23740601019557925	0.0869527460656068
JUND_M07819_2.00	ANAB5F7_basal	-0.2550802629413523	0.08710758552485909
THAP1_THAP1_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.08206526404156385	0.08734607477979683
ZNF547_M08315_2.00	S6R691V_her2	-0.21371054319774535	0.08738285255579585
PRDM6_M08277_2.00	S6R691V_her2	-0.06174651701941429	0.08747001237596191
SP4_SP4_HUMAN.H11MO.0.A	98JKPD8_lumA	-0.06433280337091093	0.08761671300618737
ZNF554_M08341_2.00	ANAB5F7_basal	-0.09387809309808774	0.08766188693139984
CTCF_M07869_2.00	PU24GB8_lumB	-0.12862595689050207	0.08796575112886826
MEF2A_M08212_2.00	S6R691V_her2	0.47252747252747257	0.08796742461254232
ZNF675_M07722_2.00	PU24GB8_lumB	-0.1015957619597668	0.08801598496008221
ZNF320_MA1976.1	S6R691V_her2	-0.07130168253143505	0.0881530333816199
ZNF681_M07698_2.00	2GAMBDQ_norm	0.1730047111153125	0.08846406545383287
ZNF708_M07665_2.00	PU24GB8_lumB	0.17470558629516314	0.08867019417377316
GABPA_GABPA_HUMAN.H11MO.0.A	ANAB5F7_basal	0.1868228365985868	0.08882660526715758
JUN_M07836_2.00	98JKPD8_lumA	-0.21782302520170976	0.08899497109601887
RFX5_RFX5_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.12854481964430356	0.08908403817249802
ZNF25_M07643_2.00	S6R691V_her2	-0.09933687814061586	0.08908873507477535
ZFP14_MA1972.1	2GAMBDQ_norm	-0.11541853333039413	0.089126607745005
CTCF_M07881_2.00	PU24GB8_lumB	-0.13975792609508272	0.08914051555801614
ZNF439_M07627_2.00	ANAB5F7_basal	-0.15085514851889706	0.08918169667182574
E2F1_M07938_2.00	ANAB5F7_basal	-0.1193058261816109	0.08919997628920788
ZN680_ZN680_HUMAN.H11MO.0.C	98JKPD8_lumA	-0.1396535478403749	0.08938197984557864
ZNF281_MA1630.2	98JKPD8_lumA	-0.09579521906443832	0.08963186323824426
MEF2C_MEF2C_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.15964582224609528	0.08975986156373292
HNF4A_M08220_2.00	98JKPD8_lumA	-0.2422484022003862	0.09007938324972664
CTCF_M07900_2.00	PU24GB8_lumB	-0.11809614276129356	0.09012203087563897
JUND_M07816_2.00	PU24GB8_lumB	-0.19194835667640375	0.0901364387404394
ZFP82_M08356_2.00	PU24GB8_lumB	-0.12075760984105036	0.09014018259668671
STAT6_STAT6_HUMAN.H11MO.0.B	S6R691V_her2	0.1931408680063057	0.09022220353729013
ZNF662_M07666_2.00	PU24GB8_lumB	-0.09666460161166865	0.09035519591917758
HLF_MA0043.3	ANAB5F7_basal	-0.23724435540533717	0.09036452085874072
ZNF445_M07674_2.00	PU24GB8_lumB	-0.15136950699687396	0.0906557838398566
EBF3_MA1637.1	ANAB5F7_basal	-0.16514880731906925	0.09068633416275998
ZNF263_M07843_2.00	ANAB5F7_basal	-0.06595521019573067	0.09069099414252048
ZNF225_M07776_2.00	98JKPD8_lumA	-0.057231339272434505	0.09103705740356617
NF2L1_NF2L1_HUMAN.H11MO.0.C	98JKPD8_lumA	-0.28573519078729887	0.09115585480527734
ZNF341_M08310_2.00	ANAB5F7_basal	-0.06111135365728496	0.09120573176578656
ZNF189_M08244_2.00	S6R691V_her2	-0.2816860931376905	0.09121649294658274
CTCF_M07865_2.00	S6R691V_her2	-0.12624955670501886	0.09126174874192136
TEAD1_MA0090.3	2GAMBDQ_norm	0.20188557114033448	0.09134284949024273
CTCF_M07877_2.00	2GAMBDQ_norm	-0.13261721202941842	0.09149280805824336
CTCF_MA1929.1	PU24GB8_lumB	-0.08221493143799669	0.09164977502071749
ZNF135_M07647_2.00	PU24GB8_lumB	-0.17683580186589834	0.0917426994227752
CTCF_M07876_2.00	S6R691V_her2	-0.1285038058021761	0.0919994600220579
CTCF_M07876_2.00	98JKPD8_lumA	-0.12846575907449387	0.09209656536213667
STAT1STAT2_MA0517.1	ANAB5F7_basal	-0.11596683897718911	0.09214170988890988
MYOG_MA0500.2	98JKPD8_lumA	-0.188176982298233	0.09250388070617174
ZNF132_M07588_2.00	ANAB5F7_basal	-0.08993291504609012	0.09251206196613188
SNAI1_M08303_2.00	S6R691V_her2	0.1282777006906789	0.09257773942323798
CREB1_M08066_2.00	S6R691V_her2	-0.3235912984339045	0.09300467400466753
CTCF_M07890_2.00	98JKPD8_lumA	-0.15466603527352046	0.09305064329221828
ZN134_ZN134_HUMAN.H11MO.0.C	ANAB5F7_basal	-0.14300952852824475	0.0930593120357968
MEIS1_MEIS1_HUMAN.H11MO.0.A	2GAMBDQ_norm	0.2655694371069533	0.09331360594374112
FOXA1_M07962_2.00	2GAMBDQ_norm	0.1769468257664799	0.09336683751303161
ZNF76_M08278_2.00	ANAB5F7_basal	-0.10231317539062897	0.09338951590458151
ZBTB12_MA1649.1	PU24GB8_lumB	0.2350755582765907	0.09343587807848187
NR2F2_M08224_2.00	2GAMBDQ_norm	-0.21658613881513983	0.09362822435393826
TCF12_M07806_2.00	S6R691V_her2	-0.1936962657149453	0.0936329430007528
NR2F2_MA1111.1	ANAB5F7_basal	-0.2183245576564839	0.09376885428602358
ZNF33A_M07695_2.00	PU24GB8_lumB	-0.173823528746621	0.09383350317644745
CTCF_M07865_2.00	ANAB5F7_basal	-0.12523659140978455	0.09391047312922675
CTCF_M07880_2.00	PU24GB8_lumB	-0.1396294478865797	0.09392937293945595
CTCF_M07924_2.00	98JKPD8_lumA	-0.13078500187205455	0.09405360837095732
ZNF619_M07649_2.00	98JKPD8_lumA	-0.09217899652982563	0.09407718151188153
FOXI1_FOXI1_HUMAN.H11MO.0.B	2GAMBDQ_norm	-0.2346016828715845	0.09411764533774476
MAX_M07794_2.00	2GAMBDQ_norm	0.22585359158540658	0.09418625419019343
ZNF114_M07650_2.00	2GAMBDQ_norm	-0.19079142500546678	0.09428247754558586
PRDM1_M07845_2.00	S6R691V_her2	-0.1429827393487364	0.09432804919578591
KLF1_M08293_2.00	ANAB5F7_basal	-0.08695434666002631	0.09445017748840297
ZKSCAN5_MA1652.1	98JKPD8_lumA	0.1109896657024311	0.0945509122696542
FOXC1_FOXC1_HUMAN.H11MO.0.C	98JKPD8_lumA	-0.14957890667996063	0.09458266421355971
ZNF180_M07614_2.00	ANAB5F7_basal	-0.06121084213278426	0.09479775092503583
ZNF273_M08385_2.00	2GAMBDQ_norm	-0.2212779557430102	0.09506160168208541
MYF5_MA1641.1	S6R691V_her2	-0.20704389933075762	0.09531129996855092
KLF12_MA0742.2	S6R691V_her2	-0.14290048320254603	0.09574477204419399
ZNF274_M07632_2.00	PU24GB8_lumB	-0.19924156355579517	0.09575584803812619
STAT2_M08019_2.00	ANAB5F7_basal	-0.11662738505156264	0.09584749344450988
ATF3_ATF3_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.2858375748996612	0.096001005504287
MYC_MYC_HUMAN.H11MO.0.A	2GAMBDQ_norm	0.1976711822308054	0.09603099684781793
ZNF12_M07611_2.00	2GAMBDQ_norm	0.10906431897440279	0.0960329872725978
FOXO1_FOXO1_HUMAN.H11MO.0.A	S6R691V_her2	-0.15873705480193256	0.0961053528005905
HXA1_HXA1_HUMAN.H11MO.0.C	ANAB5F7_basal	0.28565484734574625	0.09622299503404977
ZNF16_M08251_2.00	PU24GB8_lumB	-0.12134907240789003	0.09624052189541962
RFX5_M08012_2.00	2GAMBDQ_norm	-0.1754032624635474	0.0963064941512454
NKX2-2_MA1645.1	PU24GB8_lumB	-0.17334171882781818	0.09658439530628908
ZNF430_M07575_2.00	S6R691V_her2	0.12318048147864252	0.09665936813862659
FOXA1_M08028_2.00	2GAMBDQ_norm	-0.16963902617412974	0.09668236473121207
CTCF_M07919_2.00	2GAMBDQ_norm	-0.12932756182539784	0.0967817995793967
FOXP2_FOXP2_HUMAN.H11MO.0.C	2GAMBDQ_norm	-0.25957391501686583	0.09690330275622648
ZNF485_M07741_2.00	S6R691V_her2	0.16604897366659638	0.09700660876320653
ELK1_ELK1_HUMAN.H11MO.0.B	ANAB5F7_basal	0.23018707574265002	0.09728157308936106
STAT3_M08018_2.00	PU24GB8_lumB	-0.16265605676656436	0.09735036792808757
STAT3_M08017_2.00	PU24GB8_lumB	-0.16265605676656436	0.09735036792808757
ZN770_ZN770_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.05163089146172806	0.09737289818655054
RARA_RARA_HUMAN.H11MO.0.A	2GAMBDQ_norm	-0.09554693264341406	0.09745143822099393
ZEB1_ZEB1_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.16414540876756942	0.09755560378441942
NR2F2_M08224_2.00	PU24GB8_lumB	-0.21397042036945776	0.0977566500399591
RXRG_RXRG_HUMAN.H11MO.0.B	2GAMBDQ_norm	-0.2175922854133842	0.09782330156074556
NKX21_NKX21_HUMAN.H11MO.0.A	2GAMBDQ_norm	-0.18633874805661677	0.09793200901860678
CTCF_M07878_2.00	98JKPD8_lumA	-0.12549094889778079	0.0979771923445818
CEBPA_CEBPA_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.2085348569918412	0.09820196999632087
ZFP28_ZFP28_HUMAN.H11MO.0.C	ANAB5F7_basal	-0.06957669405338868	0.09820330990178551
ZN341_ZN341_HUMAN.H11MO.0.C	ANAB5F7_basal	-0.055552261184142124	0.09843335344290544
CTCF_M08087_2.00	S6R691V_her2	-0.1183541009427258	0.09849969416357725
NFKB1_NFKB1_HUMAN.H11MO.1.B	ANAB5F7_basal	-0.190855057661573	0.09864071723258815
ZNF7_M07598_2.00	PU24GB8_lumB	-0.14832327092462824	0.09878165932977936
ZNF525_M07752_2.00	S6R691V_her2	-0.2188768602742428	0.09879723694836356
ZNF148_MA1653.1	2GAMBDQ_norm	-0.09532040419007703	0.09881481469348675
IRF4_IRF4_HUMAN.H11MO.0.A	98JKPD8_lumA	0.10140928934968672	0.09886041458057443
FOXM1_FOXM1_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.15069595891567378	0.09896640076089996
REST_M07851_2.00	PU24GB8_lumB	-0.13207459683090353	0.0991687284160724
ZN143_ZN143_HUMAN.H11MO.0.A	S6R691V_her2	-0.10579370551863904	0.09921024591686613
MYCN_MA0104.4	S6R691V_her2	0.2790488182586158	0.09932640555380542
CTCFL_M07930_2.00	98JKPD8_lumA	-0.12024178464573812	0.0993383303695557
HLF_MA0043.3	2GAMBDQ_norm	-0.23103251074195397	0.09937759901512082
ZNF75D_M07683_2.00	98JKPD8_lumA	-0.1842295109026781	0.0996773003443008
ZNF527_M07694_2.00	98JKPD8_lumA	-0.0839495750138568	0.10001972707272185
TBP_M08231_2.00	2GAMBDQ_norm	-0.23509111187521062	0.10029537756634295
MXI1_M08182_2.00	ANAB5F7_basal	-0.39961853929350843	0.10037922053374386
ZNF90_M07761_2.00	PU24GB8_lumB	0.1452402078074666	0.10053288243220122
ZN263_ZN263_HUMAN.H11MO.0.A	2GAMBDQ_norm	-0.06261165843324507	0.10056746739464319
FOXA2_FOXA2_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.16334801877866048	0.10091369892466974
CTCF_M07914_2.00	PU24GB8_lumB	-0.12476352451860179	0.10094337261506169
HAND2_MA1638.1	S6R691V_her2	-0.1895810213316538	0.10095321157747707
ZNF224_M08399_2.00	PU24GB8_lumB	-0.12889915953090653	0.10103475520040724
ZNF273_M08385_2.00	98JKPD8_lumA	-0.21746654031816745	0.10104397983551497
ONECUT1_MA0679.2	ANAB5F7_basal	-0.17108842194512983	0.10106415146193713
ZNF274_M07934_2.00	PU24GB8_lumB	-0.1529527827602285	0.10117750256647395
HINFP_HINFP_HUMAN.H11MO.0.C	PU24GB8_lumB	0.2902886868383608	0.10125723064246632
IKZF3_M08320_2.00	98JKPD8_lumA	-0.18322993506999982	0.10156107518065963
CTCF_MA1930.1	ANAB5F7_basal	-0.08164107142112051	0.1017192609566575
GLI3_GLI3_HUMAN.H11MO.0.B	PU24GB8_lumB	-0.16794487149725093	0.10192308968612603
AP2A_AP2A_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.11454124664946783	0.10197786097723939
NR2F2_MA1111.1	PU24GB8_lumB	-0.21315982120408858	0.10199670258568054
ZNF675_M07722_2.00	ANAB5F7_basal	-0.09734680449020872	0.10220378969849386
MYOG_MA0500.2	S6R691V_her2	-0.18287432915716412	0.10223790622409853
SMAD2_SMAD2_HUMAN.H11MO.0.A	98JKPD8_lumA	0.1313098007330854	0.10226904021155162
ZNF76_M08278_2.00	98JKPD8_lumA	-0.09959892143183587	0.10245904586613633
CTCF_M07900_2.00	98JKPD8_lumA	-0.11378515198212519	0.10257923253114541
ZNF398_M07716_2.00	S6R691V_her2	-0.08881442651205344	0.1025879899771052
MYC_M07802_2.00	S6R691V_her2	0.20926601733925237	0.10260405374666694
ZNF816_M08353_2.00	2GAMBDQ_norm	-0.11391311224271915	0.10303320547859936
ZNF766_M07699_2.00	ANAB5F7_basal	-0.3567398216650188	0.10315929310069702
CREM_CREM_HUMAN.H11MO.0.C	2GAMBDQ_norm	-0.2612267123349361	0.10349001745735868
SCRT1_M08397_2.00	ANAB5F7_basal	-0.20872443453043207	0.10351686000508131
FOXH1_M08119_2.00	PU24GB8_lumB	-0.2403866595898669	0.10361051286865094
ZNF136_M08265_2.00	ANAB5F7_basal	-0.11103279003211675	0.10365021887321549
SIX5_M08208_2.00	S6R691V_her2	-0.2756569224312449	0.10367886460221815
ZN449_ZN449_HUMAN.H11MO.0.C	ANAB5F7_basal	-0.14739677358826211	0.10375464131061672
ZBTB7A_MA0750.2	PU24GB8_lumB	0.1776738036530345	0.10378187286397901
CTCF_M07922_2.00	PU24GB8_lumB	-0.14617691798700372	0.10381382291231954
CTCF_M07875_2.00	ANAB5F7_basal	-0.12551034775843195	0.10395791516958312
ZNF736_M07767_2.00	98JKPD8_lumA	-0.1891039299680859	0.10418835269407502
ZNF524_M08339_2.00	98JKPD8_lumA	-0.1503282225928262	0.10419524524002201
NFIC_MA0161.2	98JKPD8_lumA	-0.20999822680415778	0.1042953496340255
ATF3_M07825_2.00	PU24GB8_lumB	-0.3644095671503701	0.1043565597704193
MYCN_M08053_2.00	S6R691V_her2	0.27125234686892874	0.10438796306285185
TWIST1_M08052_2.00	PU24GB8_lumB	-0.16411648610246857	0.10454105741956007
CTCF_M07890_2.00	2GAMBDQ_norm	-0.14947398781085863	0.10469926936278279
KLF12_MA0742.2	98JKPD8_lumA	-0.13915827713146822	0.1048498571415218
CTCFL_M08089_2.00	PU24GB8_lumB	-0.11413920312886024	0.10491161167898488
ZNF182_M07597_2.00	PU24GB8_lumB	-0.08546037946073035	0.10499989523751785
REST_M07854_2.00	98JKPD8_lumA	0.16466928152320742	0.10516599156012373
CTCF_M07900_2.00	2GAMBDQ_norm	-0.11291376969360203	0.1052551653337857
ZNF621_M07636_2.00	ANAB5F7_basal	-0.1369858884935047	0.10527886432331332
FOXH1_MA0479.1	2GAMBDQ_norm	-0.24155366682464235	0.10582219592990653
TWIST1_M08052_2.00	2GAMBDQ_norm	-0.16348513117305175	0.1059007170640616
KLF10_MA1511.2	ANAB5F7_basal	-0.12671533773615512	0.10590842498668769
SIX1_MA1118.1	98JKPD8_lumA	-0.27797090505657296	0.10591715835225651
ZNF354A_MA1978.1	S6R691V_her2	-0.09302709604331329	0.10606703072456884
NR2F2_M08157_2.00	ANAB5F7_basal	-0.20892166596132064	0.10612452116580667
CTCF_M07914_2.00	S6R691V_her2	-0.12289609279082256	0.10619026512598147
E2F4_M08109_2.00	98JKPD8_lumA	-0.18802262427815267	0.10622022974318474
IKZF1_IKZF1_HUMAN.H11MO.0.C	PU24GB8_lumB	0.15414113468521246	0.1062537136473879
ZNF675_M07722_2.00	S6R691V_her2	-0.09614457936551453	0.10653075674797052
LYL1_LYL1_HUMAN.H11MO.0.A	S6R691V_her2	-0.11245475898485845	0.10668669247002592
CTCF_M07902_2.00	ANAB5F7_basal	-0.13006729118704868	0.10672780209459119
SP1_SP1_HUMAN.H11MO.0.A	2GAMBDQ_norm	-0.057644790236456404	0.1067836041936561
CTCF_M07911_2.00	98JKPD8_lumA	-0.11072008571909303	0.10710219047184324
NKX2-2_MA1645.1	2GAMBDQ_norm	-0.16812194742953615	0.10720807007276797
KLF15_MA1513.1	PU24GB8_lumB	-0.12510184696313717	0.10720930191354562
FOXK2_MA1103.2	ANAB5F7_basal	-0.18996933759449494	0.10744574258418228
ZNF707_M07661_2.00	ANAB5F7_basal	-0.11809258096671651	0.1074630681323695
BATF3_MA0835.2	98JKPD8_lumA	0.1969350084786493	0.10747069266363125
ZBTB48_M08391_2.00	ANAB5F7_basal	-0.23751499385214686	0.10792882167196359
ATF3_M08188_2.00	ANAB5F7_basal	-0.2849493358188707	0.10798508658795343
HNF1B_HNF1B_HUMAN.H11MO.0.A	S6R691V_her2	-0.19655893094967974	0.10815727933423483
ZNF468_M07754_2.00	S6R691V_her2	-0.08927348804682045	0.10818414582713241
KLF3_KLF3_HUMAN.H11MO.0.B	2GAMBDQ_norm	-0.0646689412353797	0.10825828797468692
FOXA1_M07960_2.00	ANAB5F7_basal	-0.13678998618992028	0.10833453628411399
PHOX2B_MA0681.2	ANAB5F7_basal	-0.15180495962542284	0.10847541786729238
ZNF311_M07734_2.00	ANAB5F7_basal	-0.08389239614106403	0.10860518010028393
ZNF124_M07702_2.00	PU24GB8_lumB	-0.12417946774862872	0.10876991384975634
CTCF_M07924_2.00	S6R691V_her2	-0.12529753191208876	0.10880969039425731
IKZF3_M08320_2.00	2GAMBDQ_norm	-0.17940719899860025	0.10902284953985826
ZFP14_M07592_2.00	ANAB5F7_basal	-0.10934495004808933	0.10904069161355427
KLF1_KLF1_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.0845742417850946	0.10916136144042304
KLF4_MA0039.4	ANAB5F7_basal	-0.0879140064820824	0.1092995283262303
TWIST1_M08052_2.00	98JKPD8_lumA	-0.16191569399571076	0.10934041770869511
ZNF41_M08245_2.00	2GAMBDQ_norm	-0.1373681011057093	0.10943933753758371
FOXA2_M07959_2.00	98JKPD8_lumA	-0.14097926024479543	0.10962356540103094
POU2F2_M07973_2.00	ANAB5F7_basal	-0.22220898035536094	0.10977704832433864
POU2F2_M07972_2.00	ANAB5F7_basal	-0.22220898035536094	0.10977704832433864
ZNF324_M07566_2.00	S6R691V_her2	0.15475332754353047	0.10978069128672148
ZN274_ZN274_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.125340255145184	0.10978192267538052
BACH1_BACH1_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.1351425502530774	0.11009126917640893
ZNF180_M07614_2.00	98JKPD8_lumA	-0.058537254926232976	0.1101505004965045
KLF12_M08299_2.00	ANAB5F7_basal	-0.08087139119530204	0.1103494317578968
CTCF_M07872_2.00	S6R691V_her2	-0.12588985016584897	0.11042946342337596
GATA1_MA0035.4	S6R691V_her2	-0.28758264349215545	0.11048584722149328
NEUROD1_M08057_2.00	PU24GB8_lumB	-0.15977270339586921	0.11049329203208257
SCRT1_MA0743.2	ANAB5F7_basal	-0.17747255685822502	0.11068968894429049
CTCF_M07865_2.00	PU24GB8_lumB	-0.11924467716501728	0.11085012729902939
FOXA3_FOXA3_HUMAN.H11MO.0.B	PU24GB8_lumB	-0.16120641887181422	0.11092317101821147
SPI1_M07944_2.00	2GAMBDQ_norm	-0.0994243091987663	0.1111184390162285
ZNF454_M08346_2.00	2GAMBDQ_norm	0.09406970068000453	0.1111585465376431
ZNF324_M08280_2.00	S6R691V_her2	0.20412591251617906	0.11152292305852643
MYC_M07799_2.00	S6R691V_her2	0.20934608720736092	0.11154186508497617
SPI1_M07945_2.00	2GAMBDQ_norm	-0.10273906985684438	0.11164121814908341
ZNF157_M07596_2.00	PU24GB8_lumB	-0.12168029094005595	0.11181230593127138
ZNF418_M07712_2.00	ANAB5F7_basal	-0.06084993256469657	0.11209920690939143
ZNF81_M07728_2.00	S6R691V_her2	-0.19153574378610014	0.11219741156648347
ZFP3_M08355_2.00	ANAB5F7_basal	0.15443031835447504	0.11223653949243224
ZFP14_M07592_2.00	98JKPD8_lumA	-0.10823757907693726	0.1126952792000067
PIT1_PIT1_HUMAN.H11MO.0.C	2GAMBDQ_norm	-0.17227522338646412	0.1127120269424438
MBD2_MBD2_HUMAN.H11MO.0.B	ANAB5F7_basal	-0.19857118283885972	0.11280643752150431
MYC_M07801_2.00	S6R691V_her2	0.22472747140952037	0.11286584993005161
NFAC1_NFAC1_HUMAN.H11MO.0.B	ANAB5F7_basal	-0.08921216490410824	0.11290611062130056
ZNF398_M07716_2.00	2GAMBDQ_norm	-0.08623934640988154	0.1129836117999516
KLF9_KLF9_HUMAN.H11MO.0.C	98JKPD8_lumA	-0.09310181831405634	0.11301034292923975
GATA2_M07969_2.00	ANAB5F7_basal	-0.27260035063657945	0.11311915520995507
FOSL1_MA0477.2	2GAMBDQ_norm	-0.19387192691112548	0.11316194022713504
MYC_M07799_2.00	98JKPD8_lumA	0.2082912565828281	0.11339830054262033
NFYC_NFYC_HUMAN.H11MO.0.A	2GAMBDQ_norm	-0.20645750970309998	0.11349539010542009
ZN554_ZN554_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.09669069193650855	0.11361087388364795
ZNF524_M08339_2.00	2GAMBDQ_norm	-0.14633219234626726	0.11383755140232334
BHLHE40_M07798_2.00	2GAMBDQ_norm	0.24760855676609583	0.11388017240557809
TWIST1_MA1123.2	S6R691V_her2	-0.1623745493743269	0.11396783715549527
AHR_AHR_HUMAN.H11MO.0.B	S6R691V_her2	-0.3240129277124647	0.11408550271750573
CDX2_MA0465.2	S6R691V_her2	-0.19775484681524327	0.11432389970685147
ZNF8_M07781_2.00	2GAMBDQ_norm	-0.3170645179029231	0.11451038440186405
ZNF182_M07597_2.00	S6R691V_her2	-0.08319611964459374	0.11457001944471445
FOXP1_M08115_2.00	98JKPD8_lumA	-0.18369960123566295	0.11465233293859327
ZNF28_M07748_2.00	PU24GB8_lumB	-0.08596864408348105	0.11466188310736526
NEUROD1_M08057_2.00	S6R691V_her2	-0.15791777014338398	0.11474647148044027
ZNF571_M07658_2.00	PU24GB8_lumB	-0.07104158911420015	0.11480216122927837
ZNF7_M07598_2.00	ANAB5F7_basal	-0.14173491741773991	0.11486563068064919
FOXA1_M07962_2.00	ANAB5F7_basal	-0.16640567816255045	0.11491570988225155
ZNF189_MA1725.1	98JKPD8_lumA	-0.14057314401756513	0.11494435810267106
CTCF_M07913_2.00	98JKPD8_lumA	-0.11173546163543051	0.11520796724440428
JUNB_M07829_2.00	ANAB5F7_basal	-0.17104997392503854	0.11533273321895424
ZNF74_M07675_2.00	S6R691V_her2	-0.16002249866172938	0.11549261622804072
GRHL2_GRHL2_HUMAN.H11MO.0.A	ANAB5F7_basal	0.2326694328177612	0.11552573015578625
GATA2_GATA2_HUMAN.H11MO.0.A	98JKPD8_lumA	-0.17728355711278695	0.11567119352299905
ZBT18_ZBT18_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.1624710680365617	0.11570036824240955
CDX2_MA0465.2	2GAMBDQ_norm	-0.19679417657996695	0.11612968837201511
RXRA_RXRA_HUMAN.H11MO.0.A	98JKPD8_lumA	-0.07225289846599289	0.11619256119474665
NR4A2_NR4A2_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.23224742714185379	0.11620610344453958
KLF12_KLF12_HUMAN.H11MO.0.C	98JKPD8_lumA	-0.10669738495247477	0.11622950969960277
HXA1_HXA1_HUMAN.H11MO.0.C	S6R691V_her2	0.2703551906922666	0.11623666758380129
CEBPD_MA0836.2	98JKPD8_lumA	-0.19520241060163246	0.11625623781951176
CTCF_M07869_2.00	98JKPD8_lumA	-0.11844865675332167	0.11636288485846001
MAX_M07795_2.00	S6R691V_her2	0.20842933327563776	0.11639312633772742
MEF2A_M07979_2.00	ANAB5F7_basal	-0.14171663562238898	0.11640528042182621
